TribalCededLandsNewOBJECTID,TribalCededLandsNewCESSNUM,TribalCededLandsNewCESSNUMSORT,TribalCededLandsNewSHAPE_Length,TribalCededLandsNewSHAPE_Area,TribalCededLandsTableOBJECTID,TribalCededLandsTableCessNum,TribalCededLandsTableCessNumSort,TribalCededLandsTableMapName,TribalCededLandsTableState,TribalCededLandsTableCounty,TribalCededLandsTableStateCounty,TribalCededLandsTableSchdTrb,TribalCededLandsTablePresDayTrb,TribalCededLandsTableCitation1,TribalCededLandsTableCitation2,TribalCededLandsTableCessDate1,TribalCededLandsTableDate1Link_Royce_Schedule,TribalCededLandsTableDate1Link_Kappler_Treaty,TribalCededLandsTableCessDate2,TribalCededLandsTableDate2Link_Royce_Schedule,TribalCededLandsTableDate2Link_Kappler_Treaty,TribalCededLandsTableCessDate3,TribalCededLandsTableDate3Link_Royce_Schedule,TribalCededLandsTableDate3Link_Kappler_Treaty,TribalCededLandsTableCessDate4,TribalCededLandsTableDate4Link_Royce_Schedule,TribalCededLandsTableDate4Link_Kappler_Treaty,TribalCededLandsTableCessDate5,TribalCededLandsTableDate5Link_Royce_Schedule,TribalCededLandsTableDate5Link_Kappler_Treaty,TribalCededLandsTableMapName1,TribalCededLandsTableMapName2,TribalCededLandsTableMapName3,TribalCededLandsTableMapName4,TribalCededLandsTableMapName5,TribalCededLandsTableMapName6,TribalCededLandsTableMapURL1,TribalCededLandsTableMapURL2,TribalCededLandsTableMapURL3,TribalCededLandsTableMapURL4,TribalCededLandsTableMapURL5,TribalCededLandsTableMapURL6,TribalCededLandsTableLink_Federal_Statute,TribalCededLandsTableLink_Executive_Order,TribalCededLandsTableLink_Other_Treaty
479,310,310,764028.271879216,20616067473.7029,415,310,310,California 1,CA,"Imperial; San Diego","CA:Imperial; CA:San Diego",Diegueño,"Campo Band of Diegueno Mission Indians of the Campo Indian Reservation, California",,,1852/01/07 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,California 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=7,,,,,,,,
480,280,280,118766.060642739,606771796.443532,416,280,280,California 1,CA,"Mariposa; Merced; Stanislaus; Tuolumne","CA:Mariposa; CA:Merced; CA:Stanislaus; CA:Tuolumne","Chap-pah-sim; Co-to-plan-e-nee; I-o-no-hum-ne; Sage-womnee; Su-ca-ah; We-chil-la","Buena Vista Rancheria of Me-Wuk Indians of California; California Valley Miwok Tribe, California; Chicken Ranch Rancheria of Me-Wuk Indians of California; Ione Band of Miwok Indians of California; Jackson Rancheria of Me-Wuk Indians of California; Middletown Rancheria of Pomo Indians of California; Shingle Springs Band of Miwok Indians, Shingle Springs Rancheria (Verona Tract), California; Tuolumne Band of Me-Wuk Indians of the Tuolumne Rancheria of California",,,1851/05/28 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/782/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,California 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=7,,,,,,,,
481,609,609,330160.728791471,4754292136.26087,417,609,609,Colorado 2,CO,"Archuleta; Conejos; Hinsdale; Mineral; Rio Grande","CO:Archuleta; CO:Conejos; CO:Hinsdale; CO:Mineral; CO:Rio Grande","Uta (Muncho, Capote, Wiminuehi bands)","Southern Ute Indian Tribe of the Southern Ute Reservation, Colorado; Ute Mountain Ute Tribe, Colorado, New Mexico, & Utah","2 Hodge 875; 1116","Tiller 367; Tiller 369",1878/11/09 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/892/mode/2up,,1879/02/07 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/894/mode/2up,,1882/08/04 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/908/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Colorado 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=10,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/609c.pdf,
482,586,586,491916.974615306,3656390843.44434,418,586,586,Colorado 2,CO,"Moffat; Routt","CO:Moffat; CO:Routt",Uta,"Southern Ute Indian Tribe of the Southern Ute Reservation, Colorado; Ute Indian Tribe of the Uintah & Ouray Reservation, Utah; Ute Mountain Ute Tribe, Colorado, New Mexico, & Utah","2 Hodge 1116; 2 Hodge 875-76, 1116","Waldman 308; Tiller 367; Waldman 308; Tiller 369; Waldman 308; Tiller 724",1875/11/22 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/882/mode/2up,,1882/08/04 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/908/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Colorado 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=10,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/586r.pdf,
483,599,599,324158.758753887,3075904083.8925,510,599,599,Dakota 2,ND,"Adams; Hettinger","ND:Adams; ND:Hettinger","Arapaho; Northern Cheyenne; Sioux","Arapaho Tribe of the Wind River Reservation, Wyoming; Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation, Montana; Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota; Crow Creek Sioux Tribe of the Crow Creek Reservation, South Dakota; Flandreau Santee Sioux Tribe of South Dakota; Lower Brule Sioux Tribe of the Lower Brule Reservation, South Dakota; Lower Sioux Indian Community in the State of Minnesota; Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana; Oglala Sioux Tribe of the Pine Ridge Reservation, South Dakota; Prairie Island Indian Community in the State of Minnesota; Rosebud Sioux Tribe of the Rosebud Indian Reservation, South Dakota; Santee Sioux Nation, Nebraska; Shakopee Mdewakanton Sioux Community of Minnesota; Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota; Spirit Lake Tribe, North Dakota; Standing Rock Sioux Tribe of North & South Dakota; Upper Sioux Community, Minnesota; Yankton Sioux Tribe of South Dakota","Tiller 486; Waldman 20-22",1 Hodge 72-73,1876/09/26 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/888/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Dakota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=12,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/599r.pdf,,
484,581,581,594718.274764481,7921173521.38427,511,581,581,Dakota 2,ND,"Grant; Sioux","ND:Grant; ND:Sioux",Sioux,"Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation, Montana; Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota; Crow Creek Sioux Tribe of the Crow Creek Reservation, South Dakota; Flandreau Santee Sioux Tribe of South Dakota; Lower Brule Sioux Tribe of the Lower Brule Reservation, South Dakota; Lower Sioux Indian Community in the State of Minnesota; Oglala Sioux Tribe of the Pine Ridge Reservation, South Dakota; Prairie Island Indian Community in the State of Minnesota; Rosebud Sioux Tribe of the Rosebud Indian Reservation, South Dakota; Santee Sioux Nation, Nebraska; Shakopee Mdewakanton Sioux Community of Minnesota; Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota; Spirit Lake Tribe, North Dakota; Standing Rock Sioux Tribe of North & South Dakota; Upper Sioux Community, Minnesota; Yankton Sioux Tribe of South Dakota",,,1875/03/16 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/880/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Dakota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=12,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/581r.pdf,
485,653,653,237072.245834008,778301716.961813,512,653,653,Dakota 2,"ND; SD","Campbell; Emmons; Sully; Walworth","ND:Emmons; SD:Campbell; SD:Sully; SD:Walworth",Sioux,"Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation, Montana; Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota; Crow Creek Sioux Tribe of the Crow Creek Reservation, South Dakota; Flandreau Santee Sioux Tribe of South Dakota; Lower Brule Sioux Tribe of the Lower Brule Reservation, South Dakota; Lower Sioux Indian Community in the State of Minnesota; Oglala Sioux Tribe of the Pine Ridge Reservation, South Dakota; Prairie Island Indian Community in the State of Minnesota; Rosebud Sioux Tribe of the Rosebud Indian Reservation, South Dakota; Santee Sioux Nation, Nebraska; Shakopee Mdewakanton Sioux Community of Minnesota; Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota; Spirit Lake Tribe, North Dakota; Standing Rock Sioux Tribe of North & South Dakota; Upper Sioux Community, Minnesota; Yankton Sioux Tribe of South Dakota",,,1884/03/20 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/914/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Dakota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=12,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/653c.pdf,
486,468,468,329774.709497363,3113427728.64402,513,468,468,Dakota 2,SD,"Buffalo; Hand; Hughes; Hyde","SD:Buffalo; SD:Hand; SD:Hughes; SD:Hyde",Winnebago,"Ho-Chunk Nation of Wisconsin; Winnebago Tribe of Nebraska",,,1863/02/21 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/826/mode/2up,,1863/07/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/828/mode/2up,,1865/03/08 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/828/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=882",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Dakota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=12,,,,,,,,
487,443,443,163395.555559815,1492735140.38737,514,443,443,Dakota 2,SD,"Brule; Buffalo","SD:Brule; SD:Buffalo",Sioux of the Mississippi,,,,1863/07/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/828/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Dakota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=12,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/443r.pdf,
488,614,614,1536869.18843288,53620169320.5132,515,614,614,Dakota 2,"ND; SD","Brule; Buffalo; Campbell; Charles Mix; Edmunds; Emmons; Faulk; Hand; Hughes; Hyde; McIntosh; McPherson; Potter; Sully; Walworth","ND:Emmons; ND:McIntosh; SD:Brule; SD:Buffalo; SD:Campbell; SD:Charles Mix; SD:Edmunds; SD:Faulk; SD:Hand; SD:Hughes; SD:Hyde; SD:McPherson; SD:Potter; SD:Sully; SD:Walworth",Sioux,"Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation, Montana; Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota; Crow Creek Sioux Tribe of the Crow Creek Reservation, South Dakota; Flandreau Santee Sioux Tribe of South Dakota; Lower Brule Sioux Tribe of the Lower Brule Reservation, South Dakota; Lower Sioux Indian Community in the State of Minnesota; Oglala Sioux Tribe of the Pine Ridge Reservation, South Dakota; Prairie Island Indian Community in the State of Minnesota; Rosebud Sioux Tribe of the Rosebud Indian Reservation, South Dakota; Santee Sioux Nation, Nebraska; Shakopee Mdewakanton Sioux Community of Minnesota; Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota; Spirit Lake Tribe, North Dakota; Standing Rock Sioux Tribe of North & South Dakota; Upper Sioux Community, Minnesota; Yankton Sioux Tribe of South Dakota",,,1875/01/11 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/878/mode/2up,,1875/05/20 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/882/mode/2up,,1876/11/28 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/882/mode/2up,,1879/08/09 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/896/mode/2up,,1970/01/01 00:00:00+00,,,Dakota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=12,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/614c.pdf,
489,613,613,109772.310365891,564854611.954276,516,613,613,Dakota 2,SD,"Brown; Spink","SD:Brown; SD:Spink",Sioux (Drifting Goose's band),"Crow Creek Sioux Tribe of the Crow Creek Reservation, South Dakota",,,1879/06/27 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/896/mode/2up,,1880/07/13 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/902/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Dakota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=12,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/613r.pdf,
490,523,523,693842.316203787,22732143948.2998,517,523,523,Dakota 2,SD,"Beadle; Brookings; Clark; Codington; Hamlin; Kingsbury; Lake; Miner; Moody; Sanborn; Spink","SD:Beadle; SD:Brookings; SD:Clark; SD:Codington; SD:Hamlin; SD:Kingsbury; SD:Lake; SD:Miner; SD:Moody; SD:Sanborn; SD:Spink",Santee Sioux,"Santee Sioux Nation, Nebraska",,,1867/03/20 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/846/mode/2up,,1869/07/13 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/850/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Dakota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=12,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/523c.pdf,
491,654,654,370219.592435336,4185211051.3868,518,654,654,Dakota 2,ND,Rolette,ND:Rolette,Chippewa (Turtle Mountain band),Turtle Mountain Band of Chippewa Indians of North Dakota,,,1882/12/21 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/908/mode/2up,,1884/03/29 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/916/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Dakota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=12,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/654c.pdf,
492,656,656,117191.361829878,433717652.835677,519,656,656,Dakota 2,ND,Rolette,ND:Rolette,Chippewa (Turtle Mountain band),Turtle Mountain Band of Chippewa Indians of North Dakota,,,1882/12/21 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/908/mode/2up,,1884/03/29 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/916/mode/2up,,1884/06/03 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/916/mode/2up,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Dakota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=12,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/656r.pdf,
493,265,265,1485439.78939029,51834650941.5078,520,265,265,Iowa 2,IA,"Adair; Adams; Audubon; Buena Vista; Calhoun; Carroll; Cass; Cherokee; Clay; Crawford; Dickinson; Emmet; Fremont; Guthrie; Harrison; Humboldt; Ida; Mills; Monona; Montgomery; O Brien; Osceola; Page; Palo Alto; Pocahontas; Pottawattamie; Ringgold; Sac; Shelby; Taylor; Union; Webster; Woodbury","IA:Adair; IA:Adams; IA:Audubon; IA:Buena Vista; IA:Calhoun; IA:Carroll; IA:Cass; IA:Cherokee; IA:Clay; IA:Crawford; IA:Dickinson; IA:Emmet; IA:Fremont; IA:Guthrie; IA:Harrison; IA:Humboldt; IA:Ida; IA:Mills; IA:Monona; IA:Montgomery; IA:O Brien; IA:Osceola; IA:Page; IA:Palo Alto; IA:Pocahontas; IA:Pottawattamie; IA:Ringgold; IA:Sac; IA:Shelby; IA:Taylor; IA:Union; IA:Webster; IA:Woodbury","Chippewa; Ottawa; Potawatomi","Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation, Wisconsin; Bay Mills Indian Community, Michigan; Bois Forte Band (Nett Lake) of the Minnesota Chippewa Tribe, Minnesota; Chippewa Cree Indians of the Rocky Boy's Reservation, Montana; Citizen Potawatomi Nation, Oklahoma; Fond du Lac Band of the Minnesota Chippewa Tribe, Minnesota; Forest County Potawatomi Community, Wisconsin; Grand Portage Band of the Minnesota Chippewa Tribe, Minnesota; Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Hannahville Indian Community, Michigan; Keweenaw Bay Indian Community, Michigan; Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin; Lac du Flambeau Band of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation of Wisconsin; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Leech Lake Band of the Minnesota Chippewa Tribe, Minnesota; Match-e-be-nash-she-wish Band of Pottawatomi Indians of Michigan; Mille Lacs Band of the Minnesota Chippewa Tribe, Minnesota; Minnesota Chippewa Tribe, Minnesota; Nottawaseppi Huron Band of the Potawatomi, Michigan; Ottawa Tribe of Oklahoma; Pokagon Band of Potawatomi Indians, Michigan and Indiana; Prairie Band Potawatomi Nation, Kansas; Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin; Red Lake Band of Chippewa Indians, Minnesota; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan; Sokaogon Chippewa Community, Wisconsin; St. Croix Chippewa Indians of Wisconsin; Turtle Mountain Band of Chippewa Indians of North Dakota; White Earth Band of Minnesota Chippewa Tribe, Minnesota","Tiller 404; Tiller 427; Tiller 428; Tiller 430; Tiller 431; Tiller 433; Tiller 434; Tiller 439; Tiller 440; Tiller 441; Tiller 443; Tiller 445; Tiller 447; Tiller 449; Tiller 451; Tiller 455; Tiller 460; Tiller 464; Tiller 488; Tiller 597; Tiller 616; Tiller 787; Tiller 789; Tiller 793; Tiller 795; Tiller 802; Tiller 807; Tiller 809",Trigger 745,1833/09/26 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/750/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=410",1846/06/05 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/778/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=565",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Iowa 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=25,,,,,,,,
494,267,267,580581.296024903,15724031431.7481,521,267,267,"Iowa 2, Minnesota 2","IA; MN","Allamakee; Chickasaw; Clayton; Fayette; Fillmore; Houston; Howard; Winneshiek","IA:Allamakee; IA:Chickasaw; IA:Clayton; IA:Fayette; IA:Howard; IA:Winneshiek; MN:Fillmore; MN:Houston",Winnebago,"Ho-Chunk Nation of Wisconsin; Winnebago Tribe of Nebraska",,,1832/09/15 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/736/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=353",1837/11/01 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/768/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=506",1846/10/13 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/736/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=573",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Iowa 2,Minnesota 2,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=25,https://www.loc.gov/resource/g3701em.gct00002/?sp=34,,,,,,,
495,96a,96,1899941.78932402,108220225239.68,522,96a,96,Illinois 1,IL,"Alexander; Bond; Cass; Champaign; Christian; Clinton; Coles; De Witt; Douglas; Effingham; Fayette; Ford; Franklin; Greene; Grundy; Hamilton; Hardin; Iroquois; Jackson; Jefferson; Jersey; Johnson; Kankakee; La Salle; Macon; Macoupin; Madison; Marion; Marshall; Mason; Massac; McLean; Menard; Monroe; Montgomery; Morgan; Moultrie; Perry; Piatt; Pope; Pulaski; Randolph; Saline; Sangamon; Scott; Shelby; St. Clair; Tazewell; Union; Washington; White; Will; Williamson; Woodford","IL:Alexander; IL:Bond; IL:Cass; IL:Champaign; IL:Christian; IL:Clinton; IL:Coles; IL:De Witt; IL:Douglas; IL:Effingham; IL:Fayette; IL:Ford; IL:Franklin; IL:Greene; IL:Grundy; IL:Hamilton; IL:Hardin; IL:Iroquois; IL:Jackson; IL:Jefferson; IL:Jersey; IL:Johnson; IL:Kankakee; IL:La Salle; IL:Macon; IL:Macoupin; IL:Madison; IL:Marion; IL:Marshall; IL:Mason; IL:Massac; IL:McLean; IL:Menard; IL:Monroe; IL:Montgomery; IL:Morgan; IL:Moultrie; IL:Perry; IL:Piatt; IL:Pope; IL:Pulaski; IL:Randolph; IL:Saline; IL:Sangamon; IL:Scott; IL:Shelby; IL:St. Clair; IL:Tazewell; IL:Union; IL:Washington; IL:White; IL:Will; IL:Williamson; IL:Woodford","Cahokia; Kaskaskia; Mitchigamia; Peoria; Tamaroa","Miami Tribe of Oklahoma; Peoria Tribe of Indians of Oklahoma","1 Hodge 856, 661-62; 1 Hodge 185; 1 Hodge 661-62",Tiller 645,1818/09/25 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/692/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=173",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Illinois 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=17,,,,,,,,
496,380,380,124209.673653388,519075346.906048,569,380,380,Michigan (Region about Mackinac and Detroit),MI,"Chippewa; Mackinac","MI:Chippewa; MI:Mackinac","Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
497,382,382,19665.515570729,21815229.0888955,570,382,382,Michigan (Region about Mackinac and Detroit),MI,Charlevoix,MI:Charlevoix,"Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
498,383,383,33087.8627987036,48985127.8302029,571,383,383,Michigan (Region about Mackinac and Detroit),MI,Charlevoix,MI:Charlevoix,"Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
499,385,385,248171.178592057,1702884098.94266,572,385,385,Michigan (Region about Mackinac and Detroit),MI,"Cheboygan; Emmet","MI:Cheboygan; MI:Emmet","Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
500,393,393,108010.167710847,546085496.881363,573,393,393,Michigan (Region about Mackinac and Detroit),MI,Cheboygan,MI:Cheboygan,"Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
501,388,388,54396.7150843271,97956039.8995947,574,388,388,Michigan (Region about Mackinac and Detroit),MI,Leelanau,MI:Leelanau,"Chippewa of Michigan; Ottawa of Michigan","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan; Little River Band of Ottawa Indians, Michigan; Saginaw Chippewa Indian Tribe of Michigan; Sault Ste. Marie Tribe of Chippewa Indians of Michigan",,,1855/07/31 12:00:00+00,https://archive.org/stream/annualreportofbu218smit#page/810/mode/2up,"https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=733",1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,1970/01/01 00:00:00+00,,,Michigan (region about Mackinac and Detroit),,,,,,,,,,,,,,
